name,url,alexa,baidu_s,baidu_pr,baidu_fl,rank,score
VeryCD,verycd.com,5008,7,6,35679,494,3967
完美世界,wanmei.com,12867,7,6,7401,495,3967
大麦网,damai.cn,7554,7,7,1101,496,3965
美剧天堂,meijutt.com,7529,7,2,77,497,3965
中国东方航空,ceair.com,7828,7,7,694,498,3964
万维家电网,ea3w.com,2925,7,7,2545,499,3963
美图网,meitu.com,6597,7,6,5463,500,3961
雪球,xueqiu.com,6184,7,6,437,501,3961
开源中国 ,oschina.net,1045,7,6,2174,502,3960
金山逍遥,xoyo.com,12586,7,6,2913,503,3960
空中网,kongzhong.com,6349,7,6,907,504,3959
缤客,booking.com,104,7,7,1938,505,3958
威锋网,feng.com,1960,7,4,1347,506,3958
共产党员网,12371.cn,31813,7,7,4756,507,3958
深圳新闻网,sznews.com,2003,7,7,2864,508,3957
中国网库,99114.com,2837,7,5,14235,509,3956
Win7之家,windows7en.com,10974,7,4,485,510,3956
Oracle 官网,oracle.com,389,7,8,1474,541,3945
FACE妆点网,zdface.com,29862,7,6,2382,542,3945
澎湃新闻,thepaper.cn,5830,7,0,264,543,3943
IP地址查询,qq.ip138.com,3910,7,3,18893,544,3943
同程网,ly.com,21489,7,0,26530,545,3943
中国教师网,zgjsks.com,30035,7,4,2557,546,3943
大江网,jxnews.com.cn,4158,7,7,4790,547,3942
美桌网,win4000.com,21640,7,5,862,548,3941
中信金融网,ecitic.com,14474,7,6,5533,549,3941
糖豆网,tangdou.com,36850,7,6,1043,550,3941
火狐浏览器,mozilla.org,116,7,9,4394,551,3940
超级大本营,cjdby.net,5769,7,6,213,552,3940
土木工程网,co188.com,11840,7,6,3188,553,3940
美食天下吃货俱乐部,home.meishichina.com,12140,8,4,173,554,3939
37游戏,37.com,20361,7,5,6901,555,3939
育儿网,ci123.com,322,6,6,888,556,3938
搜了网,51sole.com,484,6,5,13878,557,3938
WPS Office官方网站,wps.cn,9966,7,6,986,558,3938
网站排行榜,top.chinaz.com,831,8,6,1156,559,3937
吾爱破解论坛,52pojie.cn,7981,7,6,317,560,3936
词典网,www.cidianwang.com,22218,7,5,183,561,3936
丁香园,dxy.cn,4457,7,6,10388,562,3934
第一PPT,1ppt.com,10016,7,4,174,563,3934
法律快车,lawtime.cn,15010,7,5,5758,564,3934
千栀网,zjut.cc,48967,7,0,23,565,3934
微星官网,msi.com,1765,7,6,107,566,3933
浙江卫视官方网站,zjstv.com,53196,7,7,641,567,3933
复旦大学,fudan.edu.cn,2242,7,9,2228,568,3932
中国原创音乐基地,5sing.kugou.com,3167,7,0,230,569,3932
交易猫,jiaoyimao.com,25827,7,0,244,570,3932
乐居房产,leju.com,9998,7,7,10557,601,3915
中国人事考试网,cpta.com.cn,13840,7,6,1061,602,3915
北极星电力网,bjx.com.cn,21610,7,5,2728,603,3915
前景加盟网,qj.com.cn,4482,7,0,5787,604,3913
高铁网,gaotie.cn,25305,7,6,4018,605,3913
界面新闻,jiemian.com,4299,7,0,201,606,3912
中国曲谱网,qupu123.com,26641,7,4,341,607,3912
中国竞彩网,sporttery.cn,43653,7,6,2016,608,3912
魅族官网,www.meizu.com,6251,7,6,389,609,3911
天眼查,tianyancha.com,20383,8,0,0,610,3911
万家热线,365jia.cn,2984,7,6,3030,611,3910
网贷天眼,p2peye.com,19808,7,4,1891,612,3910
超星网,chaoxing.com,34583,7,7,732,613,3910
小故事,xiaogushi.com,61314,8,4,150,614,3910
中国彩吧,55125.cn,87660,8,4,868,615,3910
3158招商加盟网,3158.cn,2791,7,6,4166,616,3909
17吉他网,www.17jita.com,10298,7,0,93,617,3909
华数TV网,wasu.cn,19627,7,6,46124,618,3909
北京市人力资源和社会保障局,bjrbj.gov.cn,11618,7,7,319,619,3908
南方财富网,southmoney.com,17892,7,5,1409,620,3908
小皮游戏,xiaopi.com,23926,7,0,2581,621,3908
彩经网,cjcp.com.cn,86526,8,6,2717,622,3908
卡饭网,kafan.cn,3160,7,4,296,623,3907
1号店,yhd.com,5737,6,4,75154,624,3906
瓜子二手车直卖网,guazi.com,13482,7,5,1410,625,3906
天气预报15天,15tianqi.com,92092,8,2,18,626,3906
穷游网旅行目的地,place.qyer.com,1837,7,5,173,627,3905
道客巴巴,doc88.com,3993,7,5,263,628,3905
全国征兵网,gfbzb.gov.cn,26717,7,0,238,629,3904
深圳市社会保险基金管理局,szsi.gov.cn,18696,7,0,598,630,3904
2345电影大全,dianying.2345.com,9021,8,5,757,721,3865
搜狐汽车,auto.sohu.com,14,7,7,5535,722,3864
天涯问答,wenda.tianya.cn,103,7,5,466,723,3864
犯贱志,fanjian.net,12295,7,5,47,724,3864
找歌谱网,zhaogepu.com,30079,7,4,57,725,3864
中国文明网,wenming.cn,40757,7,9,18995,726,3863
漫客网,zymk.cn,69167,7,6,935,727,3863
u盘量产网,upantool.com,10893,7,4,38,728,3862
中医世家,zysj.com.cn,37575,7,5,66,729,3862
56听书网,ting56.com,40788,7,4,109,730,3862
弹琴吧官网,tan8.com,20274,7,0,1346,731,3861
科技讯,kejixun.com,25486,7,7,1255,732,3861
驾考宝典,jiakaobaodian.com,22336,7,4,70,733,3860
一财网,yicai.com,17454,6,7,3407,734,3860
乐文小说网,lwxs520.com,33239,8,0,19,735,3859
大众养生网,cndzys.com,32010,7,4,512,736,3859
保时捷官网,porsche.com,7637,7,6,199,737,3858
网贷之家,wdzj.com,15900,7,0,1,738,3858
精英家教网,1010jiajiao.com,13291,7,0,226,739,3858
火车票网,huochepiao.com,54188,7,7,5537,740,3858
乐游网,962.net,11144,7,5,364,741,3857
永乐票务,228.com.cn,16065,7,6,498,742,3857
挂号网,guahao.com,33583,7,6,4160,743,3857
海报时尚网,haibao.com,29973,7,4,1005,744,3857
肉丁网,rouding.com,40319,7,5,543,745,3857
租租车,zuzuche.com,26561,7,5,394,746,3856
化学信息搜索,chemicalbook.com,14089,7,5,259,747,3856
煎蛋,jandan.net,2115,6,6,514,748,3855
在线查询网,supfree.net,21808,7,3,284,749,3855
中央气象台网,nmc.cn,35376,7,0,695,750,3855
楼盘网,loupan.com,26923,7,5,8448,691,3878
中国人大网,npc.gov.cn,26387,7,8,1972,692,3878
千库网,588ku.com,2076,7,0,13,693,3877
驱动人生,160.com,16142,7,6,673,694,3877
知网空间,cnki.com.cn,6160,7,7,203,695,3876
设计本,shejiben.com,16019,7,4,1230,696,3876
天狼影院,ttll.cc,57479,8,0,25,697,3876
新浪云计算,sinaapp.com,8971,7,6,3590,698,3875
新蓝网,cztv.com,17961,7,7,2245,699,3875
薄荷网,boohee.com,20394,7,5,149,700,3874
steam官网,store.steampowered.com,202,7,6,474,701,3873
我听评书网,5tps.com,36116,7,5,184,702,3873
扎客,myzaker.com,9931,7,6,132,703,3873
bilibili生放送,live.bilibili.com,255,7,0,73,704,3872
当下软件园,downxia.com,9061,7,5,976,705,3872
事业单位招聘网,shiyebian.net,24263,7,4,124,706,3872
中烟新商盟,xinshangmeng.com,41285,7,3,55,707,3872
香奈儿官方网站,chanel.com,10308,7,7,447,708,3871
在线英语听力室,tingroom.com,16800,7,6,2422,709,3871
龙腾网,ltaaa.com,8905,7,5,213,710,3870
荔枝FM,lizhi.fm,21036,7,2,1656,711,3870
一起装修网,17house.com,12676,7,4,4170,712,3869
播视网,boosj.com,34580,7,6,1917,713,3869
不卡的动漫网,bukade.com,46768,7,5,160,714,3869
锤子科技官网,smartisan.com,5206,7,2,148,715,3866
顺企商务网,11467.com,5177,7,5,9745,716,3866
奥数网,aoshu.com,29892,7,6,1497,717,3866
太平洋时尚网健康频道,health.pclady.com.cn,13935,8,5,493,718,3866
晋江论坛,bbs.jjwxc.net,1521,7,5,48,719,3865
携程旅游,vacations.ctrip.com,4609,7,6,578,720,3865
中国网财经,finance.china.com.cn,197,6,7,1190,781,3843
西瓜电影,xigua110.com,40618,7,2,396,782,3842
海尔官网,www.haier.com,26549,7,6,670,783,3841
IT168,it168.com,2310,6,7,14718,784,3840
中通快递,www.zto.com,19836,8,0,4,785,3839
中国采招网,www.bidcenter.com.cn,13989,7,6,2150,786,3837
德玛西亚杯,demaxiya.com,36472,7,4,213,787,3837
中国邮政储蓄银行,www.psbc.com,47943,7,7,7910,788,3837
《参考消息》官方网站,cankaoxiaoxi.com,17114,6,6,2729,789,3836
急切网,jiqie.com,57135,7,3,324,790,3836
大街网,dajie.com,10231,6,6,3062,791,3835
北青网,ynet.com,4164,6,7,12962,792,3835
中国政府采购网,ccgp.gov.cn,23211,6,8,1057,793,3834
一汽奥迪官网,audi.cn,46322,7,6,795,794,3834
财新网,caixin.com,10318,6,7,3033,795,3833
一加手机社区官方论坛,oneplusbbs.com,6010,6,0,22907,796,3832
玩游戏网,wanyx.com,14571,7,3,1489,797,3832
178魔兽世界,wow.178.com,2929,7,6,94,798,3831
华尔街见闻,wallstreetcn.com,4259,6,6,1114,799,3831
联邦快递,www.fedex.com,460,6,0,1898,800,3830
食品商务网,21food.cn,16489,6,5,3785,801,3829
宝宝吧,baobao88.com,54253,7,6,298,802,3829
全国车辆违章查询网,weizhang8.cn,52272,7,5,912,803,3829
索尼中国在线商城,sonystyle.com.cn,11729,7,5,210,804,3828
绿色资源网,downcc.com,10340,7,4,190,805,3828
应用宝,myapp.com,16000,7,5,3479,806,3828
笑话集,jokeji.cn,56754,7,5,1316,807,3828
cnBeta.COM_中文业界资讯站,cnbeta.com,982,6,6,798,808,3827
微信公众帐号大全,anyv.net,13923,7,6,838,809,3827
名鞋库,s.cn,33191,7,6,1750,810,3826
滴滴打车官网,xiaojukeji.com,21773,7,1,510,751,3854
康爱多网上药店,360kad.com,30484,7,5,623,752,3854
一加手机官网,oneplus.cn,16305,7,0,63,753,3854
沃尔沃汽车官网,www.volvocars.com,6174,7,0,145,754,3853
考试资料网,ppkao.com,19029,7,5,168,755,3853
人人车,renrenche.com,29692,7,0,451,756,3853
应用汇,appchina.com,18676,7,6,2339,757,3853
悦美整形网,yuemei.com,81081,7,5,1321,758,3853
天天基金网,1234567.com.cn,34628,7,6,2519,759,3853
广告买卖网,admaimai.com,1177,6,6,6206,760,3852
搜库,soku.com,3602,6,6,47476,761,3852
豆果网,douguo.com,33744,7,6,3387,762,3852
中国科学院,cas.cn,3979,6,8,4230,763,3851
言情小说吧,xs8.cn,36809,7,7,24040,764,3851
中国化工产品网,chemcp.com,56741,7,3,397,765,3851
时光网电影院频道,theater.mtime.com,2597,7,6,798,766,3850
古驰中国官方网站,gucci.com,3337,7,6,241,767,3850
动漫之家在线动画站,donghua.dmzj.com,3223,7,6,163,768,3849
乐乐课堂,leleketang.com,31775,7,0,507,769,3848
FT中文网,ftchinese.com,2805,6,8,1649,770,3847
可猫网,km.com,38776,8,0,0,771,3847
艾泽拉斯国家地理论坛,bbs.ngacn.cc,3698,7,4,481,772,3846
建设工程教育网,jianshe99.com,47478,7,6,1807,773,3846
千里马招标网,qianlima.com,40196,7,5,2654,774,3846
爱问,iask.sina.com.cn,18,8,7,756,775,3845
优信二手车,xin.com,27050,7,1,143,776,3845
解梦吧,jiemeng8.com,153869,8,4,1751,777,3845
中国研究生招生信息网,yz.chsi.com.cn,2126,7,8,1110,778,3844
爱豆,idol001.com,21694,7,0,6,779,3844
中国邮政网,chinapost.com.cn,21801,7,6,1017,780,3844
Mozilla 开发者网络,developer.mozilla.org,116,7,7,257,811,3825
网侠手机站 ,hackhome.com,10865,7,5,548,812,3825
神州租车,zuche.com,26812,7,6,1463,813,3825
爱秀美,ixiumei.com,20744,7,0,918,814,3825
奇虎网,qihoo.com,3142,6,6,22707,815,3824
淘宝联盟,alimama.com,2056,6,7,136234,816,3824
在线繁体字转换工具,aies.cn,15248,7,4,1168,817,3824
游侠网下载站,down.ali213.net,3879,7,5,262,818,3823
中国制造网,made-in-china.com,1838,6,6,10061,819,3823
飞丸动漫网,feiwan.net,19330,7,4,696,820,3823
着迷网,joyme.com,5083,6,5,978,821,3822
驾照网,jiazhao.com,27781,7,4,341,822,3822
中国服装网,efu.com.cn,3701,6,6,4240,823,3820
豌豆荚,wandoujia.com,21222,7,6,1793,824,3820
科技紫微星座网,go108.com.cn,11261,7,6,457,825,3820
东奥会计在线 ,dongao.com,15230,6,6,1513,826,3819
社保查询网,chashebao.com,22251,7,5,1139,827,3818
邮编库,youbianku.com,22170,7,4,985,828,3818
家长帮,jzb.com,8173,6,0,7741,829,3816
海康威视,hikvision.com,8411,6,5,500,830,3815
站长工具,tool.chinaz.com,831,7,6,3531,831,3814
深圳之窗,shenchuang.com,20988,7,0,3021,832,3814
AliExpress,aliexpress.com,52,6,6,138899,833,3813
中国评书网,zgpingshu.com,46090,7,2,96,834,3813
搜狐女人,women.sohu.com,14,6,7,23486,835,3812
28商机网,28.com,43453,6,5,25565,836,3812
北京市政务门户网站,www.beijing.gov.cn,24863,6,8,2420,837,3812
看撒动漫网,kan300.com,30674,7,4,283,838,3812
生意社,100ppi.com,78778,7,6,8721,839,3812
卡宝宝网,cardbaobao.com,31557,7,6,1061,840,3811
齐鲁晚报网,qlwb.com.cn,22693,7,6,940,841,3811
中国足彩网,zgzcw.com,93533,7,6,3130,842,3810
美色商城,xmeise.com,82415,8,6,443,843,3809
万方数据知识服务平台,wanfangdata.com.cn,6870,6,8,2186,844,3808
快看漫画,kuaikanmanhua.com,18712,7,0,0,845,3808
汇通网,fx678.com,11002,6,7,1776,846,3808
品书网,vodtw.com,82299,7,3,152,847,3808
户外资料网,8264.com,15518,6,7,2272,848,3807
听中国,tingchina.com,42476,6,5,2219,849,3807
评书吧,pingshu8.com,62752,7,6,517,850,3807
上海热线,online.sh.cn,13031,6,7,2133,851,3806
电脑百事网,pc841.com,11867,7,5,293,852,3806
中华人民共和国人力资源和社会保障部,mohrss.gov.cn,52964,6,8,5498,853,3806
学佛网,xuefo.net,43144,7,3,167,854,3806
腾讯财经,finance.qq.com,8,7,7,5446,855,3805
搜房网家居装修,home.fang.com,3096,8,0,24820,856,3805
中国连锁网,liansuo.com,4178,6,4,5076,857,3804
腕表之家报价库,watch.xbiao.com,15303,7,4,251,858,3804
希财网,csai.cn,14442,6,5,1070,859,3803
有声听书吧,ysts8.com,52960,7,3,222,860,3803
12333社保查询网,12333sb.com,36231,7,5,212,861,3803
彩客网,310win.com,50936,7,6,1184,862,3803
新氧,soyoung.com,38551,7,3,68,863,3803
战网,battlenet.com.cn,4792,6,0,1815,864,3802
相约久久旅游网,meet99.com,41384,7,6,600,865,3802
个性网,gexing.com,93301,7,4,2217,866,3802
淘宝搜索,s.taobao.com,10,7,4,850,867,3801
金融界股票频道,stock.jrj.com.cn,452,6,6,550,868,3801
3DMGAME下载站,dl.3dmgame.com,1875,7,4,18,869,3801
多玩游戏网,www.duowan.com,6372,5,7,2488,870,3801
新云软件园,newasp.net,10176,7,5,380,901,3789
多益网络,duoyi.com,8483,6,6,406,902,3789
摔角网,shuaijiao.com,32153,7,6,272,903,3789
360新闻,sh.qihoo.com,3142,6,6,21774,904,3788
科学网,sciencenet.cn,4108,6,8,923,905,3788
腾讯微博,t.qq.com,8,7,0,176119,906,3787
PayPal 中国,paypal.com,71,6,8,5079,907,3787
p站,pixiv.net,3446,6,0,423,908,3787
维库电子市场网,dzsc.com,11833,6,5,4805,909,3787
Q友乐园,qzone.cc,53547,7,5,1981,910,3787
国家自然科学基金委员会,nsfc.gov.cn,9797,6,8,1554,911,3786
仪器信息网,instrument.com.cn,13762,6,6,2909,912,3786
歌谱网,gepuwang.net,47510,7,3,260,913,3786
水木社区,newsmth.net,1633,6,6,337,914,3785
115网盘,115.com,5339,6,6,4372,915,3785
巨潮资讯网,cninfo.com.cn,13767,6,6,964,916,3785
中国家电网,cheaa.com,5401,6,7,2760,917,3784
Colg沃特碧游戏门户,colg.cn,8308,6,4,274,918,3784
第一改装网,gai001.com,44712,7,5,709,919,3784
福步外贸网,fobshanghai.com,3122,6,4,474,920,3783
男人世界,menworld.org,31001,7,2,89,921,3783
猫扑网,mop.com,12131,6,7,34460,922,3783
DOTA2官方网站,dota2.com.cn,16089,6,6,592,923,3783
百分网,oh100.com,35951,7,5,164,924,3783
彩吧助手,55128.cn,218634,8,3,1556,925,3783
99.com数字娱乐门户,99.com,4310,6,2,685,926,3782
亿邦动力网,ebrun.com,4278,6,7,6064,927,3782
国家教育资源公共服务平台,eduyun.cn,32445,6,5,1247,928,3782
秀目网 ,xiumu.cn,15300,7,0,14,929,3782
TP-LINK官方网站,tp-link.com.cn,13181,7,5,82,930,3782
NAVER,naver.com,112,6,8,2831,871,3800
神漫画,shenmanhua.com,82337,7,4,93,872,3800
中华人民共和国国家知识产权局,www.sipo.gov.cn,10736,6,8,3873,873,3799
懒人图库,lanrentuku.com,18323,6,6,1567,874,3799
中国普洱茶网,puercn.com,14983,7,5,1043,875,3799
八一中文网,81zw.com,107122,8,2,8,876,3799
上学吧,shangxueba.com,10689,6,6,536,877,3798
中国人才热线,cjol.com,12795,6,7,5482,878,3798
AcFun弹幕视频网,www.acfun.cn,16568,7,0,5,879,3798
博雅特产网,shop.bytravel.cn,24041,7,4,761,880,3798
新浪军事,mil.news.sina.com.cn,18,7,7,4923,881,3797
EF英孚教育官网,ef.com.cn,16125,6,6,3722,882,3797
51CTO,51cto.com,1215,6,7,4279,883,3796
素材中国,sccnn.com,10490,6,5,372,884,3796
迅查网,xpcha.com,28124,8,1,4,885,3796
重庆市政府网,cq.gov.cn,49217,7,7,4670,886,3796
新浪,sina.com,6193,6,8,14871,887,3795
爱靓网,2liang.net,130928,7,4,848,888,3795
IBM,ibm.com,609,6,8,1957,889,3794
手机铃声之家,cnwav.com,45585,7,4,165,890,3794
义乌购,yiwugou.com,4843,6,6,4685,891,3793
吉号吧,jihaoba.com,77944,6,4,413,892,3793
健康第一线,vodjk.com,141931,8,6,104,893,3793
穿越火线官方网站,cf.qq.com,8,7,6,2869,894,3792
钓鱼123,diaoyu123.com,113143,7,3,273,895,3792
4399手机游戏网,4399.cn,60696,7,6,2398,896,3792
九度网,9duw.com,11183,7,3,11,897,3791
腾讯客服,kf.qq.com,8,7,7,486,898,3789
ETtoday 东森新闻云,ettoday.net,137,6,6,1147,899,3789
78动漫模型玩具 ,78dm.net,10083,6,6,217,900,3789
网通社,news18a.com,7207,6,5,1548,991,3761
捧腹网,pengfu.com,30187,6,5,922,992,3761
手机乐园,shouji.com.cn,29464,7,3,447,993,3761
Nissan东风日产官方网站,www.dongfeng-nissan.com.cn,53189,7,6,262,994,3761
医学百科 ,wiki8.com,65877,7,4,288,995,3761
优设网,uisdc.com,6234,6,5,438,996,3760
爱福清网,52fuqing.com,13486,7,4,60,997,3760
妙笔阁,miaobige.com,19467,7,0,1,998,3759
e书联盟,book118.com,14933,7,2,30,999,3759
慕课网,www.imooc.com,2301,6,0,316,1000,3758
Unity3D,unity3d.com,1142,6,7,1493,1005,3757
返利网,fanli.com,13215,6,5,598,1002,3758
白领网,86kx.com,19068,7,3,235,1003,3758
万年历,wannianli.com.cn,94966,7,4,258,1004,3758
爱范儿,ifanr.com,3152,6,6,476,1001,3758
90设计,90sheji.com,14714,6,0,60,1006,3757
游族网络,youzu.com,13904,6,5,1548,1007,3757
风度男人,fengdu100.com,39670,7,3,423,1008,3757
成都全搜索,chengdu.cn,5385,6,6,2741,1009,3756
四川大学,scu.edu.cn,12288,6,7,980,1010,3756
JJ比赛,jj.cn,54980,7,6,1462,1011,3756
SF互动传媒网,sfacg.com,5764,6,5,383,1012,3755
智联卓聘网,highpin.cn,12406,6,0,2262,1013,3755
深圳政府在线,sz.gov.cn,13505,6,0,1966,1014,3755
浙江政务服务网,zjzwfw.gov.cn,19917,6,0,2643,1015,3755
新职业,ncss.org.cn,34608,6,8,2156,1016,3755
56手机游戏下载网,shouji56.com,15172,7,4,112,1017,3755
597厦门人才网,597.com,62304,6,4,12700,1018,3755
安软市场,anruan.com,32614,7,0,862,1019,3755
筑龙网,zhulong.com,16720,6,6,5298,1020,3754
太平洋时尚网美容频道,beauty.pclady.com.cn,13935,8,6,437,931,3782
银行利率网,yinhang123.net,20847,7,0,251,932,3782
北京市公安局公安交通管理局,bjjtgl.gov.cn,41124,7,6,959,933,3781
开心网,kaixin001.com,13094,6,7,35801,934,3780
系统天堂,xpgod.com,11666,7,5,1007,935,3780
证监会,www.csrc.gov.cn,27737,6,7,2866,936,3780
智能电视网,znds.com,2758,6,2,3907,937,3779
搜狐媒体平台,mt.sohu.com,14,7,0,1221,938,3778
九度网剧情介绍,juqing.9duw.com,11183,7,2,7,939,3778
中国信鸽信息网,chinaxinge.com,210392,7,5,1947,940,3778
阿里旅行去啊,alitrip.com,6314,6,0,127525,941,3777
华商网,hsw.cn,20832,6,7,3325,942,3777
wo99免费伴奏翻唱,wo99.net,47094,7,0,31,943,3777
A9VG电玩部落,a9vg.com,4113,6,3,303,944,3775
英特尔,intel.com,765,6,8,878,945,3774
LV官方网站,louisvuitton.cn,43582,7,3,199,946,3774
宽带山,kdslife.com,3250,6,6,1168,947,3773
携程火车票官网,trains.ctrip.com,4609,7,6,521,948,3773
美的集团,midea.com,35552,6,7,445,949,3773
同花顺股票,stock.10jqka.com.cn,5553,7,5,266,950,3772
小米官网手机社区,xiaomi.cn,3378,6,7,586,951,3771
西部数码,west.cn,9681,6,0,483,952,3771
263邮箱,263.net,6986,6,7,2977,953,3771
搞趣网,gao7.com,6661,6,6,1675,954,3770
深圳房地产信息网,szhome.com,10610,6,5,369,955,3769
中华人民共和国教育部,moe.gov.cn,23796,6,9,13753,956,3769
上海证券交易所,sse.com.cn,24797,6,6,2045,957,3769
中国设计网,cndesign.com,45593,6,5,434,958,3769
中国人寿官网,e-chinalife.com,123378,7,7,383,959,3769
百度联盟,union.baidu.com,4,3,6,714,960,3768
中国票房,www.cbooo.cn,25110,7,0,16,1021,3754
无限极中国有限公司,infinitus.com.cn,70208,6,4,193,1022,3754
一定牛,ydniu.com,338043,7,2,209,1023,3754
老黄历网,laohuangli.net,83756,7,6,306,1024,3754
清风DJ音乐网,vvvdj.com,5511,6,4,481,1025,3753
易企秀,eqxiu.com,11141,6,0,10309,1026,3753
北京市住房和城乡建设委员会,bjjs.gov.cn,23143,6,6,729,1027,3753
久游网 ,9you.com,26229,6,6,5497,1028,3753
搜搜,soso.com,83,6,7,36431,1029,3752
金泉网,jqw.com,1176,5,5,6641,1030,3752
中时电子报,chinatimes.com,1303,6,7,237,1031,3752
好乐买,okbuy.com,33201,6,5,1895,1032,3752
投资界,pedaily.cn,15554,6,7,2457,1033,3752
木蚂蚁社区,mumayi.net,37652,7,3,132,1034,3752
语文迷,yuwenmi.com,38711,7,4,1365,1035,3752
新航道,xhd.cn,35749,7,6,970,1036,3752
百图汇,5tu.cn,43306,7,5,201,1037,3752
米胖网,mipang.com,54158,7,6,10304,1038,3752
BBC 官网,bbc.com,92,6,9,658,1039,3751
国家公务员局,scs.gov.cn,36992,6,7,1550,1040,3751
中华人民共和国海关总署,www.customs.gov.cn,23271,6,7,2456,1041,3751
